timestamp,vibration_x,vibration_y,vibration_z,sound_level,temperature,current
0.068,0.10149,0.03327,-0.07644,47.677,40.541,2.2837
0.069,0.08596,-0.03195,-0.04032,48.242,40.782,2.3004
0.07,0.21867,-0.08768,-0.09598,49.444,40.865,2.2661
0.071,0.01643,-0.00661,-0.05543,48.913,40.669,2.3149
0.072,-0.15389,0.07893,0.10202,48.805,41.248,2.2753
0.073,-0.11238,-0.05619,0.0215,47.296,41.82,2.2992
0.074,-0.18505,-0.12172,0.00521,47.934,41.157,2.2299
0.075,-0.3452,-0.14543,-0.31708,48.89,40.465,2.3143
0.076,-0.34249,-0.1698,-0.34965,47.181,40.789,2.3062
0.077,-0.03731,-0.15709,-0.18843,47.455,40.661,2.3048
0.078,0.01439,-0.10588,-0.16427,47.447,41.09,2.3269
0.079,0.07008,-0.08047,-0.14831,48.626,40.906,2.2375
0.08,0.00263,0.01827,-0.05206,48.339,40.795,2.2857
0.081,0.00151,0.2048,0.15185,48.031,40.683,2.2619
0.082,0.17064,0.12319,0.32258,49.834,40.281,2.2641
0.083,0.08879,0.07145,0.23729,47.724,40.832,2.3482
0.084,0.00749,0.12362,0.18009,46.316,40.87,2.3445
0.085,0.11075,0.06769,0.11035,46.895,40.672,2.2693
0.086,0.17098,0.16995,0.29228,48.437,41.015,2.3561
0.087,0.26894,0.04622,-0.10222,49.681,40.523,2.3042
0.088,0.23351,0.05954,0.05839,47.379,41.418,2.2614
0.089,-0.00793,0.19664,0.2617,46.313,41.165,2.2916
0.09,0.10486,0.13941,0.12648,49.771,41.447,2.2227
0.091,-0.12935,0.01069,-0.0569,47.306,40.702,2.3346
0.092,-0.19148,-0.06138,-0.24227,46.602,40.861,2.2018
0.093,-0.29646,-0.22044,-0.25994,48.18,41.116,2.3429
0.094,-0.16217,-0.18862,-0.18519,50.159,41.381,2.3283
0.095,-0.06664,-0.2686,-0.30458,47.659,40.91,2.2584
0.096,-0.12979,-0.20293,-0.20528,47.262,40.962,2.2622
0.097,-0.19088,0.01419,-0.23005,47.947,40.915,2.3415
0.098,-0.15578,0.04118,0.027,48.581,40.759,2.3938
0.099,-0.1231,-0.00044,0.0446,49.388,41.314,2.3833
0.1,-0.18794,-0.02024,0.04529,49.239,40.794,2.2758
0.101,-0.07089,-0.01724,-0.01435,50.655,41.151,2.2516
0.102,0.11579,0.1544,0.1421,48.92,40.798,2.2697
0.103,0.30571,0.02972,0.07235,47.744,41.293,2.3472
0.104,0.3135,0.16654,-0.163,48.327,40.411,2.2886
0.105,0.37947,0.18108,0.24487,48.842,40.917,2.2842
0.106,0.18968,0.21498,0.32633,48.585,41.213,2.1818
0.107,0.1134,0.32146,0.29926,48.299,41.246,2.2617
0.108,0.19126,0.04097,0.09847,46.776,40.633,2.3382
0.109,-0.12882,0.04169,-0.13431,46.603,40.691,2.3566
0.11,0.01014,-0.07204,-0.10692,48.699,41.007,2.4757
0.111,-0.0594,-0.12575,-0.06212,48.929,40.46,2.3104
0.112,0.02933,-0.06014,-0.08926,46.603,41.043,2.1835
0.113,-0.24095,-0.07989,-0.24974,50.59,40.398,2.2857
0.114,-0.10979,-0.03834,-0.24303,50.513,40.725,2.2715
0.115,-0.18939,-0.03631,0.00501,48.913,40.562,2.2924
0.116,-0.26652,-0.11688,-0.002,48.044,40.341,2.2926
0.117,-0.1215,-0.13098,-0.20136,51.492,40.701,2.2503
0.118,-0.14131,-0.09555,-0.38906,49.764,41.142,2.2961
0.119,-0.0273,-0.03007,-0.01451,46.357,41.043,2.3192
0.12,0.05627,-0.02448,-0.17076,50.44,40.898,2.3489
0.121,0.1252,0.05129,0.06894,49.269,41.351,2.3272
0.122,0.09935,0.25049,-0.07827,48.996,41.254,2.309
0.123,0.19663,0.10603,0.1941,49.9,40.977,2.2911
0.124,0.2203,0.23346,0.33256,47.088,41.209,2.231
0.125,0.05702,0.11269,0.14054,49.965,40.973,2.3709
0.126,0.02406,0.12027,0.08788,48.518,41.076,2.1604
0.127,0.08842,0.09206,0.12027,47.808,41.424,2.37
0.128,0.10333,0.00997,0.16715,49.673,41.279,2.2795
0.129,0.10875,0.05697,0.07873,48.26,40.931,2.3684
0.13,0.01588,-0.01951,-0.15523,49.077,41.065,2.3183
0.131,-0.01033,0.00558,-0.01063,49.492,41.285,2.2819
0.132,-0.0101,-0.09361,0.19246,48.274,41.446,2.3464
0.133,-0.25312,-0.06052,-0.15694,49.635,41.584,2.2471
0.134,-0.24056,-0.2072,-0.43722,48.571,41.079,2.2426
0.135,-0.27159,-0.1884,-0.22877,48.948,40.908,2.3701
0.136,0.04322,-0.27477,-0.24675,47.896,41.141,2.3244
0.137,-0.0395,-0.17019,-0.21859,49.852,41.22,2.3042
0.138,-0.02325,-0.02235,-0.05041,48.886,41.086,2.3033
0.139,-0.12638,-0.01297,0.08478,48.925,40.933,2.3044
0.14,-0.05636,0.09351,0.15699,49.91,40.734,2.2205
0.141,0.04448,0.05345,0.26802,49.176,40.959,2.3349
0.142,-0.01857,0.07203,0.05554,48.069,40.674,2.2383
0.143,0.08045,0.15289,0.06016,48.216,41.041,2.379
0.144,0.08376,0.24596,0.21178,49.023,41.364,2.3224
0.145,0.33761,0.10991,0.14094,49.842,41.057,2.3427
0.146,0.17913,0.14108,0.15207,49.427,40.65,2.3277
0.147,0.27498,0.17036,0.22749,49.045,41.118,2.2618
0.148,0.08386,0.26106,0.26557,49.693,41.268,2.2504
0.149,0.12628,0.07095,0.15094,48.148,40.895,2.259
0.15,-0.17534,-0.02569,0.14878,47.487,41.01,2.2744
0.151,-0.13231,-0.05522,-0.16524,49.298,41.069,2.1067
0.152,-0.18863,-0.13047,-0.10498,46.102,41.178,2.3089
0.153,-0.086,-0.18643,-0.22868,48.719,40.954,2.2436
0.154,-0.0737,-0.17796,-0.20255,46.211,40.997,2.3719
0.155,-0.18029,-0.10136,-0.27328,48.635,40.856,2.3345
0.156,-0.15662,-0.03666,0.04286,47.301,40.896,2.2098
0.157,-0.09116,-0.08076,-0.00752,46.037,41.245,2.2824
0.158,-0.1081,-0.13443,-0.06968,47.994,41.631,2.2922
0.159,-0.17097,-0.03242,0.10379,50.094,41.02,2.3571
0.16,-0.15776,-0.06785,-0.20987,47.624,41.154,2.3062
0.161,0.06268,0.01757,0.03088,48.556,41.062,2.328
0.162,0.20134,0.04679,0.08067,47.328,41.158,2.2514
0.163,0.03925,0.2127,0.137,47.834,41.223,2.331
0.164,0.22199,0.22278,0.28293,46.574,41.009,2.2748
0.165,0.16475,0.23341,0.27221,47.792,40.61,2.3486
0.166,0.12743,0.11105,0.21884,47.729,40.941,2.2926
0.167,0.11718,0.11836,0.15859,47.909,40.798,2.2311
0.168,0.06328,0.09577,-0.03217,48.843,40.548,2.2798
0.169,0.09656,0.04685,0.03794,48.045,41.168,2.309
0.17,0.03785,-0.04092,-0.02158,49.197,41.16,2.3573
0.171,0.03943,0.07736,-0.01462,48.979,40.973,2.3501
0.172,-0.07553,0.00621,-0.00628,46.447,40.944,2.3935
0.173,-0.2105,-0.14092,0.06622,50.379,40.878,2.2949
0.174,-0.10442,-0.21816,-0.1868,48.812,40.784,2.3354
0.175,-0.21833,-0.30056,-0.16849,49.098,41.102,2.2989
0.176,-0.42058,-0.22774,-0.29059,48.539,41.165,2.3218
0.177,-0.15573,-0.25029,-0.13868,49.66,40.954,2.2478
0.178,-0.10218,-0.13914,-0.11694,47.933,40.63,2.3169
0.179,0.12191,-0.17396,0.00799,48.651,40.996,2.3272
0.18,0.08064,0.04623,-0.11458,47.381,40.736,2.3257
0.181,-0.02829,0.12192,0.32893,49.159,40.773,2.3586
0.182,0.04273,0.18315,0.28481,48.561,40.728,2.1547
0.183,0.10366,0.0994,0.23048,48.782,41.322,2.1945
0.184,0.04495,0.03344,0.07957,49.837,40.481,2.3595
0.185,0.23022,0.24093,0.0529,49.285,41.053,2.2965
0.186,0.28953,0.0442,0.22996,49.586,41.244,2.4051
0.187,0.23492,0.04782,0.10938,48.982,41.07,2.3032
0.188,0.19378,0.02333,0.19211,46.445,40.835,2.3875
0.189,-0.09405,0.2119,0.24774,47.313,40.863,2.3064
0.19,0.02432,0.14557,0.25817,47.847,41.191,2.2401
0.191,-0.0189,-0.06614,0.08518,49.849,40.682,2.2973
0.192,-0.21541,-0.30879,-0.18069,50.134,41.05,2.2078
0.193,-0.28737,-0.12048,-0.30975,46.877,40.698,2.2843
0.194,-0.10543,-0.07216,-0.32475,46.209,41.315,2.2213
0.195,0.07096,-0.26603,-0.24037,48.981,41.016,2.2452
0.196,-0.08374,-0.13705,-0.14759,50.01,40.987,2.1531
0.197,-0.22096,0.00593,-0.23988,49.225,40.989,2.2726
0.198,-0.00288,0.01447,0.03254,47.631,40.812,2.3477
0.199,-0.19923,-0.09986,0.04773,49.052,41.218,2.3035
0.2,-0.03867,-0.06833,-0.09324,48.052,40.838,2.3121
0.201,-0.09385,-0.04099,-0.07144,48.323,41.117,2.2872
0.202,0.15391,0.10014,0.0163,47.785,40.621,2.3232
0.203,0.17914,-0.02657,-0.00684,48.076,40.493,2.2884
0.204,0.36223,0.14791,-0.02712,48.139,40.804,2.2967
0.205,0.22416,0.21321,-0.00239,48.262,41.19,2.3313
0.206,0.0424,0.16555,0.39559,48.546,40.895,2.2359
0.207,0.00414,0.12357,0.36847,49.825,41.567,2.2008
0.208,0.03375,0.0893,0.08977,47.39,40.689,2.1552
0.209,0.03976,0.0699,0.04167,47.681,40.721,2.3492
0.21,-0.05044,0.02238,-0.07787,47.671,41.048,2.2918
0.211,0.0142,0.09387,-0.13606,49.464,40.691,2.3938
0.212,-0.01316,-0.13158,-0.07355,48.039,41.386,2.2966
0.213,-0.04609,-0.18891,-0.30509,47.985,41.168,2.2919
0.214,-0.14737,-0.04915,-0.27449,46.398,40.454,2.2482
0.215,-0.15781,-0.11913,-0.12637,49.881,40.801,2.3136
0.216,-0.26775,-0.31414,-0.16013,48.053,40.897,2.308
0.217,-0.15682,-0.12634,-0.11745,49.632,40.847,2.3767
0.218,-0.09827,-0.19569,-0.12364,48.217,41.434,2.2938
0.219,-0.1243,-0.13932,-0.23213,49.316,41.065,2.2568
0.22,0.27565,0.0613,-0.0456,45.926,40.919,2.2412
0.221,0.18034,-0.00593,0.12137,47.722,40.807,2.2589
0.222,0.07601,0.11948,0.24651,47.82,40.74,2.338
0.223,0.00734,0.2877,0.19717,50.151,40.912,2.3424
0.224,0.21013,0.29005,0.4188,48.574,40.357,2.371
0.225,0.14524,-0.01439,0.21755,49.174,41.152,2.3775
0.226,0.02073,0.03253,0.09071,47.97,41.139,2.3226
0.227,-0.00219,0.06123,0.1562,48.22,41.295,2.4245
0.228,0.28145,0.09606,-0.00128,49.881,40.959,2.2866
0.229,0.10898,0.0279,0.03567,50.05,41.393,2.3041
0.23,-0.01143,0.11972,-0.0577,48.016,41.022,2.2903
0.231,0.14481,-0.03106,0.06041,48.882,40.703,2.3236
0.232,0.04805,-0.04496,-0.00034,49.815,40.99,2.3862
0.233,-0.12625,-0.07643,-0.08562,46.041,41.027,2.2992
0.234,-0.31302,-0.32787,-0.16479,49.452,41.025,2.1981
0.235,-0.19283,-0.12384,-0.29903,47.463,41.425,2.2762
0.236,-0.27046,-0.24396,-0.25917,47.378,41.325,2.3344
0.237,-0.02832,-0.16152,-0.24378,47.485,41.092,2.4047
0.238,-0.11411,-0.14569,-0.17915,49.687,41.072,2.3569
0.239,-0.15154,0.09117,-0.03065,47.514,41.042,2.2929
0.24,-0.11196,0.13531,0.2157,47.96,40.951,2.2087
0.241,0.06777,0.02804,0.1135,48.06,40.531,2.3364
0.242,0.01551,0.13513,-0.07046,47.739,40.761,2.2813
0.243,0.06651,0.02605,0.05837,51.795,40.811,2.3811
0.244,0.25687,0.18244,0.1537,46.465,40.991,2.3384
0.245,0.22903,0.03566,0.20633,48.714,40.909,2.3497
0.246,0.15493,0.19803,0.1659,48.028,40.985,2.3436
0.247,0.02307,0.26143,0.12468,48.781,40.794,2.3458
0.248,0.08049,0.1539,0.24749,47.707,41.039,2.3179
0.249,0.102,0.17149,0.25328,49.428,40.918,2.3144
0.25,-0.08566,-0.05892,0.05752,49.745,41.388,2.3028
0.251,-0.11704,-0.18671,-0.28493,48.522,40.613,2.329
0.252,-0.20973,-0.14271,-0.12062,47.972,40.697,2.3756
0.253,-0.08472,-0.11873,-0.27037,47.038,40.609,2.2487
0.254,-0.13062,-0.18587,-0.25492,49.152,40.815,2.2737
0.255,-0.24735,-0.05281,-0.14775,48.337,41.327,2.2844
0.256,-0.04176,0.0491,-0.03524,49.944,41.129,2.3769
0.257,-0.08363,-0.0194,0.01196,47.514,41.452,2.3887
0.258,-0.20995,-0.09753,-0.05857,48.127,41.638,2.2773
0.259,-0.21982,-0.0947,-0.10942,50.113,40.969,2.2859
0.26,-0.06371,-0.00038,-0.16244,49.155,40.9,2.3121
0.261,0.01679,0.10385,0.02186,49.084,40.612,2.2483
0.262,0.24681,0.00833,0.08774,49.33,40.883,2.3013
0.263,0.09884,0.13406,0.1459,49.404,41.223,2.2895
0.264,0.14117,0.30518,0.20763,46.783,41.157,2.3126
0.265,0.10822,0.18558,0.557,48.334,41.168,2.3479
0.266,0.11098,0.2055,0.3213,50.276,41.058,2.4138
0.267,-0.04694,0.07002,0.20881,48.353,40.973,2.1925
0.268,-0.09805,0.08712,0.01426,47.371,40.703,2.3218
0.269,0.01109,-0.01889,0.05716,49.027,41.026,2.228
0.27,0.06098,-0.06342,-0.01727,47.099,41.197,2.3433
0.271,-0.00415,0.01391,-0.10153,48.149,41.36,2.342
0.272,-0.09549,-0.08197,-0.06849,46.329,40.756,2.2472
0.273,-0.03686,0.04222,-0.05629,47.234,40.488,2.1603
0.274,-0.12106,-0.05717,-0.00023,48.444,40.883,2.3083
0.275,-0.27311,-0.20846,-0.0978,49.541,41.116,2.1853
0.276,-0.2265,-0.32414,-0.36011,48.279,40.97,2.2795
0.277,-0.21411,-0.2261,-0.29529,49.648,41.194,2.3083
0.278,0.09317,-0.11443,-0.25699,46.073,40.855,2.3575
0.279,0.07966,-0.0175,-0.04976,48.372,41.259,2.3716
0.28,-0.07508,-0.03802,0.08943,49.35,41.129,2.4292
0.281,0.10555,0.18522,0.21961,48.288,40.976,2.3275
0.282,0.16519,0.16786,0.20236,48.801,41.142,2.3983
0.283,-0.09704,-0.00295,0.20382,46.955,40.606,2.3587
0.284,0.00828,0.1055,0.14485,48.204,40.833,2.3116
0.285,0.08629,0.08239,0.17705,47.206,41.066,2.279
0.286,0.09733,0.02004,0.21532,50.915,41.294,2.3457
0.287,0.17842,0.19514,0.0099,47.306,41.116,2.2866
0.288,0.08392,0.06312,-0.07314,49.72,41.005,2.3097
0.289,0.08878,0.06165,0.08239,48.202,41.156,2.3746
0.29,0.02364,-0.00186,0.01784,48.314,40.912,2.3693
0.291,0.1078,0.0632,0.19033,49.087,41.089,2.3268
0.292,-0.23091,-0.0927,-0.24791,50.197,41.516,2.356
0.293,-0.1532,-0.13283,-0.14449,47.067,41.152,2.4508
0.294,-0.14049,-0.23485,-0.17958,47.404,41.165,2.1714
0.295,-0.05055,-0.18598,-0.25203,48.116,40.931,2.3716
0.296,-0.18198,-0.16055,-0.25915,48.55,41.376,2.3091
0.297,-0.27786,-0.00218,-0.08291,48.008,40.753,2.2972
0.298,-0.16221,-0.07942,0.11341,49.353,41.342,2.337
0.299,-0.0091,0.02038,-0.00984,49.232,40.636,2.2577
0.3,0.03907,0.00767,-0.05363,48.68,41.154,2.2973
0.301,-0.00846,-0.05653,-0.17245,49.78,40.972,2.2201
0.302,0.12279,0.00741,0.07531,48.183,41.243,2.2927
0.303,0.17991,0.07626,0.05038,48.213,41.132,2.3435
0.304,0.37738,0.03117,0.12654,49.511,41.108,2.3507
0.305,0.29929,0.19146,0.12447,48.543,41.178,2.2978
0.306,0.12851,0.24541,0.19837,48.152,41.144,2.2961
0.307,0.14292,0.27473,0.3112,47.111,40.499,2.2962
0.308,-0.01521,-0.0074,0.13743,48.03,41.298,2.3387
0.309,0.05222,-0.02953,0.09343,47.556,41.002,2.4493
0.31,-0.03033,0.0534,-0.09222,47.128,40.756,2.2683
0.311,0.00252,-0.19634,-0.25299,47.412,41.642,2.4109
0.312,0.03313,-0.07674,-0.07325,49.354,41.267,2.2787
0.313,-0.0675,-0.14247,-0.22101,49.736,40.746,2.4108
0.314,-0.20417,-0.01287,-0.10049,47.593,41.101,2.3094
0.315,-0.26739,-0.07333,0.03408,50.434,40.813,2.2993
0.316,-0.28928,-0.1221,-0.25677,49.81,40.83,2.2961
0.317,-0.36751,-0.40378,-0.34279,48.731,41.175,2.4699
0.318,-0.1632,-0.17839,-0.3635,48.628,41.012,2.2591
0.319,0.12914,-0.21901,-0.0857,48.158,41.342,2.3507
0.32,-0.01239,-0.06995,-0.08115,50.476,41.201,2.2487
0.321,0.13828,-0.00625,0.06957,49.313,41.065,2.2464
0.322,0.14074,0.17811,0.19334,46.613,40.957,2.2168
0.323,0.07356,0.34272,0.23327,49.323,40.686,2.3197
0.324,0.17756,0.20927,0.29586,48.068,40.337,2.2953
0.325,0.02612,0.13081,0.26633,49.529,41.016,2.2249
0.326,0.15004,0.14369,0.22019,50.537,40.897,2.276
0.327,0.08395,0.08705,0.22126,47.068,40.557,2.2918
0.328,0.20772,0.14513,0.09588,48.779,40.657,2.2043
0.329,0.20061,0.05674,0.07754,47.549,41.369,2.3316
0.33,-0.00841,0.05329,0.0652,49.547,41.065,2.3638
0.331,-0.18905,0.14145,0.12118,47.758,40.769,2.2774
0.332,-0.14342,-0.05849,0.01499,48.499,41.107,2.3909
0.333,-0.13998,-0.19865,-0.0489,49.262,41.483,2.2975
0.334,-0.28632,-0.26564,-0.30784,48.367,41.132,2.3796
0.335,-0.22305,-0.27959,-0.37205,50.479,41.099,2.3019
0.336,-0.18399,-0.26633,-0.01358,48.644,41.387,2.2104
0.337,-0.02568,-0.10197,-0.29282,48.888,41.334,2.3554
0.338,-0.00697,-0.10447,-0.21559,47.357,40.701,2.2962
0.339,-0.05635,0.05095,-0.0039,46.995,41.191,2.3911
0.34,0.13938,0.13417,0.11641,48.813,40.691,2.3353
0.341,0.015,0.02956,0.20205,50.321,41.174,2.3651
0.342,-0.0659,-0.03,0.03276,49.521,41.024,2.2365
0.343,-0.06146,0.0369,-0.03804,49.518,40.866,2.2916
0.344,0.27916,0.09296,0.1631,49.294,41.007,2.2519
0.345,0.28569,0.17427,0.1016,47.407,40.797,2.3663
0.346,0.31673,0.10458,0.12943,48.336,41.308,2.2301
0.347,0.18392,0.17262,0.12122,47.883,40.973,2.3082
0.348,0.22163,0.23354,0.14794,47.673,40.816,2.3772
0.349,0.13843,0.0738,0.27603,46.136,40.802,2.2491
0.35,-0.10208,-0.05189,0.03344,48.676,40.734,2.3792
0.351,-0.14348,-0.08507,-0.1997,50.989,40.789,2.3808
0.352,-0.04655,-0.01358,-0.19385,48.572,41.438,2.2175
0.353,-0.13994,-0.1975,-0.30141,48.184,41.248,2.3307
0.354,0.02899,-0.21831,-0.32965,46.734,41.097,2.2001
0.355,-0.0702,0.00379,-0.22009,49.512,40.949,2.3515
0.356,-0.10488,-0.09879,-0.01389,46.344,40.554,2.2554
0.357,-0.15946,-0.18262,-0.06608,46.0,40.813,2.326
0.358,-0.13334,-0.07757,-0.11196,46.83,40.771,2.3121
0.359,-0.24511,-0.1395,-0.28056,48.961,41.018,2.2815
0.36,-0.05542,-0.03241,-0.08021,48.447,40.55,2.3222
0.361,0.07832,0.0165,-0.05873,48.436,40.602,2.3125
0.362,0.22166,-0.02857,-0.00232,47.584,41.177,2.4219
0.363,0.15641,0.17705,-0.006,46.51,40.783,2.3137
0.364,0.18827,0.17651,0.24042,47.385,41.238,2.2965
0.365,0.26692,0.30016,0.49172,51.878,41.171,2.2373
0.366,0.05124,0.21361,0.35309,48.755,41.313,2.2959
0.367,0.11553,0.02266,-0.01518,48.858,41.301,2.3294
0.368,-0.12822,0.12415,0.1453,49.307,40.741,2.2696
0.369,-0.07495,0.02958,-0.03266,46.97,40.677,2.3998
0.37,0.10135,0.06571,0.00649,50.378,41.361,2.2695
0.371,0.01756,-0.06218,-0.08127,48.17,41.624,2.3106
0.372,-0.06857,-0.12954,0.10367,47.355,40.688,2.2432
0.373,-0.26541,-0.14004,-0.12598,48.882,40.75,2.3224
0.374,-0.18386,-0.07289,-0.01816,46.905,41.388,2.3417
0.375,-0.24579,-0.24552,-0.21924,48.65,41.107,2.3517
0.376,-0.18839,-0.17797,-0.34511,48.057,41.413,2.426
0.377,-0.17199,-0.22901,-0.1998,49.105,41.369,2.37
0.378,0.02697,-0.17794,-0.24984,47.132,41.015,2.3434
0.379,-0.03028,-0.22852,0.06032,47.175,40.468,2.1755
0.38,0.00903,0.07311,0.05521,48.307,40.711,2.3301
0.381,0.01909,0.21033,0.03324,49.844,41.065,2.2692
0.382,0.15707,0.10126,0.28218,47.991,41.709,2.3219
0.383,0.02513,0.1223,0.11294,48.866,41.495,2.2749
0.384,0.00208,0.04548,0.12915,48.05,40.523,2.4387
0.385,0.16188,0.15106,0.09088,51.293,40.987,2.3515
0.386,0.36502,0.0834,0.29746,49.575,41.792,2.2461
0.387,0.28281,0.02293,0.26163,48.941,40.586,2.2767
0.388,0.17406,0.13786,-0.00489,49.046,40.095,2.3184
0.389,0.02735,0.02963,0.12562,51.169,40.478,2.2391
0.39,0.08037,0.20148,0.06363,48.257,41.154,2.3427
0.391,-0.04241,-0.16386,0.09832,48.975,40.557,2.3489
0.392,-0.07773,-0.28536,-0.15031,46.583,40.657,2.305
0.393,-0.21242,-0.15365,-0.16827,48.466,41.563,2.3782
0.394,-0.21447,-0.25224,-0.10462,48.93,41.133,2.371
0.395,-0.11109,-0.175,-0.24899,51.565,40.919,2.3358
0.396,-0.16958,-0.25843,-0.1955,47.313,40.488,2.334
0.397,-0.23034,0.04245,-0.31693,47.988,40.978,2.2484
0.398,-0.01599,0.09089,0.06342,48.585,41.109,2.4201
0.399,-0.00585,-0.0966,0.07087,47.433,40.742,2.1757
0.4,-0.16408,0.06879,0.02167,51.204,41.195,2.1671
0.401,0.0763,-0.03096,-0.07866,48.041,40.999,2.3071
0.402,0.10452,0.06397,0.25656,48.916,40.354,2.2989
0.403,0.17141,0.03878,0.05883,48.673,40.824,2.3877
0.404,0.29472,0.13093,0.11085,46.723,40.785,2.3301
0.405,0.19756,0.23169,0.15294,49.499,41.339,2.1958
0.406,0.1111,0.25306,0.39299,48.191,40.662,2.2696
0.407,0.00637,0.20395,0.36753,47.598,40.467,2.2728
0.408,0.05915,0.06201,0.20529,49.398,40.875,2.2602
0.409,-0.0324,0.01879,-0.121,48.867,41.183,2.2881
0.41,-0.24528,-0.11705,-0.00097,47.734,40.958,2.3575
0.411,0.04932,-0.11728,-0.066,49.74,41.351,2.3604
0.412,0.0483,-0.21933,-0.2192,48.377,40.557,2.3273
0.413,-0.13305,-0.11914,-0.41898,48.886,41.602,2.4359
0.414,-0.16647,-0.05689,-0.0618,48.729,41.058,2.3233
0.415,-0.1982,-0.08774,-0.04899,48.046,41.516,2.2352
0.416,-0.25712,-0.20907,-0.2945,48.307,41.186,2.3115
