timestamp,vibration_x,vibration_y,vibration_z,sound_level,temperature,current
0.031,-0.09046,-0.0327,0.03797,42.56,34.955,2.0537
0.032,-0.08866,0.01611,-0.04634,42.441,35.451,2.1547
0.033,0.00097,-0.15393,-0.17529,40.752,35.2,2.1039
0.034,-0.08309,-0.10131,-0.16565,40.842,35.219,2.1268
0.035,-0.08817,-0.1509,-0.11656,45.727,34.933,2.0962
0.036,-0.1388,-0.10721,-0.17434,41.286,34.753,2.0973
0.037,-0.17619,-0.06031,-0.16023,42.689,34.77,2.1532
0.038,-0.0625,-0.11652,-0.06201,41.689,35.192,2.1341
0.039,-0.03185,0.01005,-0.02887,40.331,35.06,2.0027
0.04,-0.05891,-0.03384,-0.0771,42.395,35.269,2.1228
0.041,0.00429,-0.01102,0.09575,41.393,35.146,2.0965
0.042,0.06708,-0.00705,0.09016,41.322,35.075,2.2222
0.043,0.05173,0.05291,0.244,43.747,34.786,2.0339
0.044,0.10941,0.06542,0.14016,42.128,34.718,2.0611
0.045,0.12458,0.13314,0.14225,42.137,34.983,2.0727
0.046,0.11583,0.03263,0.09977,39.225,34.895,2.081
0.047,0.07278,0.08942,0.15863,42.386,35.186,2.103
0.048,0.09903,0.09243,0.06798,41.976,35.016,2.0725
0.049,0.07986,0.02082,0.05292,41.121,34.894,2.197
0.05,0.0154,0.03074,0.06344,41.478,34.503,2.1452
0.051,-0.07636,-0.05862,0.03671,42.615,34.733,2.1215
0.052,-0.03541,-0.04221,-0.07276,40.87,35.654,2.142
0.053,-0.12115,-0.09425,-0.13726,41.915,35.148,2.1107
0.054,-0.07193,-0.00875,-0.15067,39.715,35.024,2.0954
0.055,-0.17145,-0.11136,-0.21135,41.087,35.094,2.1166
0.056,-0.07023,-0.10708,-0.06174,41.2,34.873,2.038
0.057,-0.09805,-0.06475,-0.08373,41.872,35.057,2.1047
0.058,-0.13047,-0.07993,-0.16544,45.043,34.602,2.0519
0.059,-0.05215,-0.03874,-0.11739,45.886,35.103,2.0709
0.06,0.0026,0.01354,-0.0386,40.372,35.374,2.2158
0.061,0.05018,0.06591,0.14085,43.754,35.119,2.0159
0.062,0.02339,0.03494,0.00493,43.237,34.579,2.0885
0.063,0.04393,0.08333,0.11556,43.681,35.251,2.1551
0.064,0.12371,0.08827,0.15142,43.33,35.127,2.1072
0.065,0.0976,0.12791,0.08585,41.977,35.053,2.1276
0.066,0.12543,0.12797,0.12417,42.678,35.099,2.1962
0.067,0.13354,0.09706,0.21135,43.254,34.672,2.1008
0.068,-0.00861,0.06943,0.15694,40.808,35.385,2.1049
0.069,0.04929,0.10259,-0.0397,41.97,34.745,2.1068
0.07,0.05878,-0.03487,0.02372,42.477,35.152,2.1814
0.071,-0.05136,0.0346,-0.04718,44.215,35.147,2.1084
0.072,-0.10945,-0.03723,-0.02265,43.122,34.677,2.1581
0.073,-0.06097,-0.1422,-0.19428,40.856,35.058,2.142
0.074,-0.10196,-0.0899,-0.13828,42.6,34.572,2.046
0.075,-0.077,-0.15655,-0.1094,41.967,34.558,2.0834
0.076,-0.1307,-0.10001,-0.20907,41.748,34.888,2.0322
0.077,-0.16821,-0.16203,-0.12475,42.03,35.512,2.1548
0.078,-0.07581,-0.02957,-0.09236,41.579,35.187,2.165
0.079,-0.05848,-0.06243,-0.02223,42.851,34.671,2.1579
0.08,0.03722,0.06611,-0.03656,42.729,35.094,2.0289
0.081,0.04638,0.00199,0.20097,42.146,35.523,2.0717
0.082,-0.00775,0.06103,0.12659,42.672,34.645,2.1499
0.083,0.03971,0.02667,0.05756,40.878,35.029,2.0435
0.084,0.15655,0.09004,0.0948,42.682,34.894,2.1836
0.085,0.15263,0.10184,0.08413,42.674,35.053,2.0593
0.086,0.0834,0.11546,0.14805,41.768,35.078,2.0525
0.087,0.09703,0.17985,0.12429,42.382,34.922,2.077
0.088,0.09192,0.12482,0.13115,41.127,34.969,2.1122
0.089,0.05957,0.06242,0.06449,42.328,35.097,2.0655
0.09,0.04206,-0.01281,-0.04078,41.068,35.223,2.0967
0.091,-0.02477,-0.04198,-0.07355,44.309,35.263,2.0913
0.092,-0.07509,-0.07073,-0.05357,41.38,35.093,2.1189
0.093,-0.10951,-0.11463,-0.07727,42.796,35.162,2.0173
0.094,-0.06345,-0.06776,-0.21958,41.88,35.451,2.0269
0.095,-0.22804,-0.10167,-0.18027,43.2,35.22,2.0679
0.096,-0.12078,-0.07334,-0.09385,41.368,34.842,2.0919
0.097,-0.0955,-0.09007,-0.15897,42.155,34.727,2.1428
0.098,-0.13895,-0.04304,-0.08139,41.596,34.929,2.1722
0.099,-0.02111,0.04037,-0.09763,42.004,35.303,2.0264
0.1,-0.03126,0.01509,0.06739,42.461,35.185,2.1622
0.101,0.07848,0.0691,0.02766,44.889,34.991,2.108
0.102,0.06451,0.02611,0.06074,43.918,34.954,2.1569
0.103,0.1292,0.07635,0.14897,40.953,34.981,2.0838
0.104,0.17263,0.08141,0.13466,42.328,34.782,2.1532
0.105,0.13838,0.12167,0.16767,43.425,34.664,2.0193
0.106,0.07209,0.10868,0.21752,43.682,34.84,2.043
0.107,0.02439,0.05581,0.12271,43.025,34.434,2.1927
0.108,0.1547,0.0748,0.09551,42.31,34.853,2.1888
0.109,0.03174,0.03802,0.13886,42.318,34.875,2.1051
0.11,-0.03305,-0.06033,-0.00604,42.982,35.024,2.039
0.111,-0.03016,-0.02966,-0.05526,41.631,35.014,2.0539
0.112,-0.07972,-0.00869,-0.03085,42.97,35.169,2.1321
0.113,-0.05618,-0.11373,-0.19135,42.946,35.231,2.1599
0.114,-0.1125,-0.04858,-0.06861,42.003,34.747,2.1124
0.115,-0.11934,-0.06914,-0.15591,40.377,34.796,2.1375
0.116,-0.14843,-0.08515,-0.17881,42.449,35.006,2.0715
0.117,-0.07454,-0.05989,-0.14519,41.491,34.829,2.0256
0.118,-0.12016,-0.08764,-0.12869,42.409,35.213,2.1021
0.119,-0.00512,0.00074,-0.00179,41.718,35.293,2.0599
0.12,0.07315,-0.05339,-0.03319,42.233,34.632,2.0978
0.121,-0.0361,-0.01047,-0.07532,41.723,35.238,2.1327
0.122,-0.04784,0.08394,0.05031,43.317,34.582,2.091
0.123,0.12669,0.04045,0.16248,40.983,34.863,2.1062
0.124,0.23643,0.17917,0.12892,43.674,35.132,2.1
0.125,0.07196,0.11731,0.11198,42.351,35.328,2.1105
0.126,0.05409,0.13523,0.07875,41.644,35.357,2.1233
0.127,0.12535,0.12364,0.18924,43.416,34.593,2.1173
0.128,0.03018,0.04707,0.05369,44.965,34.804,2.1125
0.129,0.01279,0.03599,0.08128,40.88,35.245,2.0808
0.13,-0.01671,0.02311,-0.12012,41.341,35.102,2.1131
0.131,-0.01155,-0.02648,-0.0644,42.267,35.183,2.0944
0.132,-0.08999,0.00849,-0.14184,42.794,34.848,2.0405
0.133,-0.08374,-0.03524,-0.1388,42.439,35.415,2.1158
0.134,-0.1226,-0.08197,-0.13482,42.931,35.438,2.0515
0.135,-0.16054,-0.0449,-0.17657,41.605,35.004,2.054
0.136,-0.12948,-0.08778,-0.1208,43.608,35.387,2.1271
0.137,-0.1427,-0.04532,-0.05537,42.27,35.014,2.0545
0.138,-0.07022,-0.0478,-0.08313,44.932,34.747,2.0718
0.139,-0.09103,-0.03714,-0.11642,41.388,35.023,2.0436
0.14,-0.05246,-0.03314,0.05729,42.081,35.045,2.11
0.141,0.10702,0.00651,0.00402,42.373,35.2,2.0892
0.142,0.06798,0.06506,0.08637,41.671,34.98,2.1205
0.143,0.09449,0.10215,0.18429,43.241,34.907,2.1067
0.144,0.13868,0.01381,0.14881,40.641,35.19,2.1068
0.145,0.0998,0.08743,0.14014,41.335,34.889,2.1545
0.146,0.10316,0.12207,0.12924,44.545,34.948,2.1399
0.147,0.11749,0.07812,0.04764,41.901,34.885,2.0738
0.148,0.08409,0.0181,0.06226,41.973,34.811,2.1969
0.149,-0.01856,-0.00625,-0.0279,43.74,35.002,2.0325
0.15,0.04,0.07061,0.02502,41.265,34.578,2.1742
0.151,-0.06542,-0.09147,-0.07479,39.998,34.896,2.0812
0.152,-0.12123,-0.069,-0.0894,41.539,35.373,2.1327
0.153,-0.1403,-0.04483,-0.0596,40.652,34.883,2.0858
0.154,-0.13287,-0.17203,-0.09492,44.076,35.107,2.0587
0.155,-0.04189,-0.07018,-0.13254,42.515,34.635,2.161
0.156,-0.17055,-0.15447,-0.0935,41.472,35.133,2.1136
0.157,-0.0894,-0.03778,-0.07928,43.197,35.275,2.1497
0.158,-0.17315,0.05057,-0.08884,43.16,35.188,2.1537
0.159,-0.03716,-0.07824,-0.00887,40.435,34.542,2.1005
0.16,0.04318,-1e-05,0.08222,42.52,34.711,2.0786
0.161,0.02572,0.04828,0.03036,41.027,35.14,2.1221
0.162,0.04033,0.03865,0.10312,43.197,34.946,2.15
0.163,0.10819,0.10543,0.02653,43.571,35.208,1.993
0.164,0.14773,0.06926,0.09227,43.161,34.751,2.2125
0.165,0.15186,0.08003,0.1564,42.375,35.319,2.0988
0.166,0.20881,0.06508,0.11735,41.88,34.942,2.1184
0.167,0.10712,0.08145,0.13495,43.807,34.546,2.1021
0.168,0.0421,0.08035,0.07096,41.469,35.238,2.0875
0.169,0.03104,0.07239,0.03525,44.76,34.526,2.1201
0.17,-0.00348,-0.00178,-0.00341,41.64,35.015,2.0785
0.171,-0.03186,-0.07122,-0.08351,41.902,34.572,2.0662
0.172,-0.07198,-0.07561,-0.04832,40.164,35.056,2.0716
0.173,-0.08873,-0.09905,-0.16457,43.267,34.862,2.0814
0.174,-0.19433,-0.10832,-0.14011,41.556,34.994,2.1011
0.175,-0.08018,-0.07426,-0.07491,41.844,35.697,2.02
0.176,-0.14171,-0.09832,-0.13529,41.624,35.078,2.1459
0.177,-0.15339,-0.07485,-0.15802,42.763,34.812,2.0799
0.178,-0.03992,-0.05448,-0.11902,40.841,35.013,2.155
0.179,0.02615,-0.03231,-0.01272,40.65,34.622,2.082
0.18,0.02367,-0.01675,0.03984,41.899,34.802,2.013
0.181,0.04482,0.06218,0.00469,42.149,35.113,2.1454
0.182,0.02579,0.05725,0.05075,41.747,35.267,2.0339
0.183,0.23492,0.07839,0.23998,41.353,34.788,2.0133
0.184,0.15638,0.05218,0.09245,44.888,35.658,1.9943
0.185,0.06531,0.07367,0.24007,41.173,34.839,2.0889
0.186,0.0767,0.07289,0.15399,41.873,35.188,2.0797
0.187,0.10126,0.1053,0.08327,42.411,34.959,2.0338
0.188,-0.00409,-0.00978,0.07353,43.606,35.153,2.1283
0.189,0.04518,0.06159,0.02507,42.412,34.984,2.1045
0.19,-0.02204,0.0063,-0.02134,38.682,35.079,2.0895
0.191,0.02178,-0.05805,-0.02409,43.791,35.14,2.0523
0.192,-0.02435,-0.09163,-0.18962,41.748,35.025,2.0416
0.193,-0.22722,-0.05939,-0.0584,41.81,35.092,2.1431
0.194,-0.11213,-0.08538,-0.11571,41.518,34.967,2.1784
0.195,-0.19764,-0.17814,-0.19805,41.557,34.957,2.0098
0.196,-0.06086,-0.12162,-0.23614,43.17,34.984,2.1724
0.197,-0.08901,-0.11648,-0.02107,42.593,35.069,2.1503
0.198,-0.04421,-0.06059,-0.18355,42.448,35.061,2.1909
0.199,-0.08821,-0.05529,-0.02843,41.759,35.185,2.0565
0.2,0.08776,0.0194,0.03287,42.768,34.944,2.0703
0.201,0.13405,0.01108,-0.02587,42.828,35.614,2.1009
0.202,0.01943,0.04878,0.15927,41.785,35.019,2.0622
0.203,0.11498,0.13156,0.02857,40.823,34.957,2.1133
0.204,0.08181,0.08652,0.03625,44.055,34.726,2.1593
0.205,0.11887,0.0811,0.07416,43.193,34.747,2.1274
0.206,0.05338,0.09758,0.0921,40.752,34.923,2.1498
0.207,0.18671,0.02995,0.20373,42.361,35.545,2.186
0.208,0.02401,-0.00415,0.01434,42.817,34.919,2.0507
0.209,0.02287,0.03055,0.15865,43.311,34.926,2.1339
0.21,0.02407,-0.02281,0.01014,43.081,35.349,2.1
0.211,-0.06816,-0.08736,0.01302,41.79,35.032,2.0614
0.212,-0.08202,-0.02122,-0.05792,42.571,35.47,2.0849
0.213,-0.12414,-0.05305,-0.16723,44.486,34.589,2.1218
0.214,-0.12053,-0.08576,-0.16134,42.258,35.228,2.1262
0.215,-0.17619,-0.12099,-0.12335,43.146,35.222,2.1168
0.216,-0.13515,-0.1028,-0.11819,43.432,34.727,2.1883
0.217,-0.10701,-0.10367,-0.00275,42.653,35.107,2.1505
0.218,-0.08655,-0.02424,-0.14371,41.413,34.763,2.1619
0.219,-0.03436,-0.08825,-0.12792,40.962,35.144,2.1366
0.22,-0.01407,0.01095,-0.0746,42.527,35.299,2.0604
0.221,0.07324,0.03168,-0.03406,42.302,34.886,2.1976
0.222,0.05502,0.01359,0.07625,41.953,34.581,2.0821
0.223,0.09052,0.10568,0.13988,40.175,34.243,2.0471
0.224,0.08222,0.08155,0.25845,40.679,34.575,2.0979
0.225,0.09473,0.17479,0.15549,42.069,34.923,2.0453
0.226,0.05343,0.14208,0.10444,43.951,35.045,2.0959
0.227,0.12198,0.07871,0.12862,41.283,34.507,2.0908
0.228,0.01569,0.04376,0.20728,41.713,35.111,2.1081
0.229,0.00128,0.00365,0.01467,40.975,35.81,2.0331
0.23,0.01724,-0.02881,-0.05359,44.197,35.459,2.2124
0.231,-0.01776,-0.01827,-0.01823,43.212,35.706,2.1873
0.232,-0.08974,-0.11608,-0.04554,40.622,35.357,2.0939
0.233,-0.19401,-0.04204,-0.07818,41.701,35.594,2.0496
0.234,-0.09394,-0.06716,-0.106,40.981,34.944,2.1028
0.235,-0.10754,-0.10534,-0.09039,42.083,35.374,2.0981
0.236,-0.18192,-0.0651,-0.03316,41.824,34.888,2.0756
0.237,-0.06011,0.01101,-0.01061,44.018,34.481,2.0391
0.238,-0.10419,-0.04689,-0.02647,40.733,35.007,2.045
0.239,-0.09114,0.03788,-0.0235,41.297,34.926,1.9818
0.24,0.0046,-0.01173,-0.04906,41.727,35.036,2.0938
0.241,0.02852,0.00666,0.00855,41.667,35.118,2.0219
0.242,0.08026,0.09885,0.00547,42.26,34.95,2.1323
0.243,0.02001,0.00428,0.08663,42.035,35.024,2.1133
0.244,0.20111,0.13349,0.15166,42.874,34.521,2.1113
0.245,0.09107,0.09997,0.19992,39.937,34.888,2.0029
0.246,0.04022,0.07589,0.0703,41.822,34.766,2.1396
0.247,0.12679,0.08434,0.20288,41.921,34.899,2.1366
0.248,0.0535,0.06323,0.07625,44.482,35.253,2.086
0.249,0.05268,0.08081,-0.06627,42.383,34.666,2.1617
0.25,-0.0163,0.03367,0.01934,40.498,35.308,2.041
0.251,-0.03995,-0.02287,-0.10298,42.106,35.29,2.1495
0.252,-0.05874,-0.0676,-0.14152,40.919,34.495,2.1113
0.253,-0.13292,-0.11868,-0.12631,42.413,34.935,2.0686
0.254,-0.08155,-0.08714,-0.21041,40.769,35.324,2.0771
0.255,-0.14256,-0.20301,-0.14774,42.784,35.021,2.1116
0.256,-0.15587,-0.05647,-0.13332,41.737,34.935,2.0522
0.257,-0.09338,-0.08095,-0.05519,40.625,34.769,2.0819
0.258,-0.04917,-0.12525,-0.14565,41.535,34.745,2.1281
0.259,-0.04808,-0.00831,-0.12039,44.02,35.183,2.0283
0.26,-0.0414,-0.03556,0.15336,40.248,35.034,2.0572
0.261,0.06683,0.01226,0.00806,41.662,35.083,2.0792
0.262,-0.01396,-0.01267,0.16739,42.718,35.004,2.1107
0.263,0.0476,0.05094,0.11224,43.076,34.724,2.0428
0.264,0.11602,0.10148,0.11964,41.17,35.51,2.0482
0.265,0.05467,0.09662,0.27826,42.711,34.848,2.0623
0.266,0.11547,0.10666,0.19374,43.273,35.3,2.0177
0.267,0.09445,0.05165,0.09472,41.515,34.969,2.0952
0.268,0.11367,0.08121,0.07312,43.113,35.45,2.119
0.269,-0.00683,-0.02845,0.09015,40.449,35.043,2.0714
0.27,-0.03004,-0.02293,-0.0093,43.179,34.623,2.1768
0.271,-0.02109,-0.1371,-0.01385,42.548,35.035,2.095
0.272,-0.1885,-0.07134,-0.10774,40.741,34.982,2.2812
0.273,0.05172,-0.10311,-0.13002,40.05,35.426,2.1561
0.274,-0.14766,-0.10324,-0.12641,43.647,34.543,2.0567
0.275,-0.15503,-0.07759,-0.1603,41.216,34.607,2.118
0.276,-0.07279,-0.04309,-0.22407,43.828,34.585,2.1673
0.277,-0.09899,-0.12847,-0.11467,42.825,35.296,2.0749
0.278,-0.15595,-0.06891,-0.14702,42.464,34.675,2.0393
0.279,-0.00699,-0.10977,-0.06977,42.388,35.184,2.1035
0.28,0.04106,0.07257,-0.02721,42.678,35.055,2.1248
0.281,0.01548,0.08236,-0.01721,42.009,34.41,2.1383
0.282,0.05702,0.07686,0.20249,40.671,35.139,2.0959
0.283,0.12041,0.12889,0.03056,42.221,35.219,2.1485
0.284,0.07051,0.12901,0.21409,42.342,34.408,2.1333
0.285,0.14104,0.07421,0.07489,41.848,34.623,2.1302
0.286,0.12369,0.12355,0.11288,40.787,35.028,2.0966
0.287,0.06469,0.12757,0.17402,40.84,34.904,2.1326
0.288,0.00371,0.09079,0.0891,41.356,34.866,2.1175
0.289,0.02625,0.02731,0.05841,41.874,34.969,2.1106
0.29,-0.04202,-0.01555,0.11412,41.063,35.121,2.1291
0.291,0.01099,0.06399,-0.00691,43.538,34.635,2.1808
0.292,-0.06362,-0.04795,-0.01324,41.509,34.646,2.1107
0.293,-0.05954,-0.05906,-0.10912,42.418,35.341,2.0777
0.294,-0.10766,-0.15121,-0.13816,40.882,35.096,2.1487
0.295,-0.10738,-0.07269,-0.14752,42.366,34.557,2.0596
0.296,-0.15171,-0.08523,-0.04429,42.396,35.801,2.0864
0.297,-0.06502,-0.11537,-0.31006,42.199,35.196,2.1108
0.298,0.01513,-0.0072,-0.06393,40.748,34.542,2.1212
0.299,-0.05195,-0.03101,-0.01553,42.803,34.576,2.1012
0.3,-0.02845,0.02593,-0.10133,41.389,35.169,2.1213
0.301,0.02951,0.04933,0.06024,42.832,35.417,2.0423
0.302,0.04743,0.03081,0.07372,41.489,34.828,2.0417
0.303,0.06341,0.09248,0.06337,41.729,34.913,2.1204
0.304,0.12076,0.15047,0.15442,43.043,34.905,2.0581
0.305,0.10604,0.05577,0.08159,42.041,34.368,2.1148
0.306,0.18319,0.05363,0.23059,42.07,35.232,2.0872
0.307,0.09709,0.04443,0.0436,40.81,35.272,2.2029
0.308,0.08608,0.08839,0.0157,42.655,35.353,1.9964
0.309,0.08278,0.0124,0.01901,42.5,34.856,2.2022
0.31,-0.01444,0.01176,-0.00179,43.037,34.728,2.1253
0.311,0.03188,0.01477,-0.00823,42.806,35.103,2.1187
0.312,-0.1009,-0.10382,-0.07079,42.7,35.509,2.0774
0.313,-0.13588,-0.02199,-0.11791,42.952,34.998,2.1639
0.314,-0.13171,-0.09398,-0.29913,42.131,35.086,2.1391
0.315,-0.12551,-0.10704,-0.17771,41.156,35.048,2.0443
0.316,-0.18139,-0.03396,-0.14887,41.41,34.445,2.1148
0.317,-0.09877,-0.06266,-0.06559,41.63,35.187,2.0193
0.318,-0.15057,-0.11143,-0.15145,41.389,35.309,1.9955
0.319,0.02974,-0.03332,-0.02389,40.928,34.751,2.0786
0.32,-0.00389,-0.03091,-0.02486,42.712,34.359,2.1708
0.321,0.00627,0.04148,-0.00277,39.549,34.897,2.1536
0.322,0.02693,0.03992,0.0858,43.003,35.186,2.044
0.323,0.07863,0.06728,0.10712,41.467,35.159,2.1315
0.324,0.10342,0.1334,0.14936,42.562,35.308,2.0807
0.325,0.06986,0.03221,0.14466,41.651,34.678,2.0898
0.326,0.06998,0.10629,0.19545,41.557,35.193,2.1004
0.327,0.0881,0.07149,0.16907,39.438,34.854,2.0544
0.328,0.04554,0.07165,0.02332,40.689,34.786,2.1872
0.329,0.08216,-0.06402,0.13653,41.681,34.56,2.0736
0.33,0.05462,-0.03824,0.0819,41.692,35.421,2.0677
0.331,-0.03631,-0.04727,0.00488,42.415,34.844,2.1076
0.332,-0.0478,0.00726,-0.07712,41.67,34.945,2.05
0.333,-0.16117,-0.13121,-0.00555,43.108,34.502,2.1033
0.334,-0.08353,-0.14014,-0.16469,43.728,35.249,2.1545
0.335,-0.12147,-0.10773,-0.13498,41.183,35.067,2.1719
0.336,-0.09086,-0.08246,-0.19928,40.195,34.953,2.1496
0.337,-0.02026,-0.10549,-0.10926,41.231,35.282,2.1149
0.338,-0.18002,-0.05541,-0.01671,42.75,34.856,2.1243
0.339,-0.02456,-0.09639,-0.07093,43.351,34.97,1.968
0.34,-0.05276,0.06751,0.04908,41.746,34.787,2.0106
0.341,0.06551,0.01729,-0.00979,42.638,34.865,2.1144
0.342,0.0075,0.06383,0.12016,41.658,35.133,2.0906
0.343,0.0733,0.18893,0.22162,39.032,34.768,2.0534
0.344,0.12386,0.07256,0.12923,40.572,35.752,2.0537
0.345,0.14945,0.05031,0.14576,41.526,34.936,2.0676
0.346,0.11772,0.05549,0.21016,43.748,34.486,2.056
0.347,0.05903,0.1477,0.18389,40.676,35.136,2.135
0.348,0.04396,0.05116,0.08627,41.517,34.824,2.119
0.349,0.07954,-0.00046,0.06196,41.841,34.949,2.1428
0.35,-0.00026,-0.00148,0.00365,41.576,35.146,2.105
0.351,-0.11791,-0.03285,0.01221,41.966,34.67,2.1448
0.352,-0.03004,-0.01853,-0.04746,44.084,35.142,2.1528
0.353,-0.0771,-0.05209,-0.10261,40.303,34.424,2.0113
0.354,-0.0722,-0.08002,-0.18474,42.877,35.587,2.025
0.355,-0.13616,-0.08068,-0.23812,42.35,35.2,2.0683
0.356,-0.07438,-0.12734,-0.25441,41.876,35.05,2.1527
0.357,-0.14801,-0.13126,-0.09476,41.22,34.833,2.142
0.358,-0.04317,-0.04252,0.09631,41.27,34.763,2.0646
0.359,-0.06062,-0.00982,-0.00781,43.838,35.28,2.0248
0.36,0.03237,0.00688,0.05636,43.639,34.891,1.96
0.361,0.08535,0.04245,0.04437,41.382,34.737,2.0884
0.362,0.03521,0.08412,0.11409,41.22,34.713,2.0289
0.363,0.09462,0.03534,0.06059,42.092,34.778,2.0357
0.364,0.116,0.0816,0.15038,42.503,34.882,2.1738
0.365,0.1771,0.06542,0.0806,42.598,35.24,2.1699
0.366,0.14823,0.02078,0.18026,41.384,34.994,2.1545
0.367,0.03856,0.10227,0.04853,40.392,34.787,2.0676
0.368,0.0925,0.04974,0.15097,40.136,34.895,2.0258
0.369,0.07285,0.04728,0.04815,41.297,34.61,2.1097
0.37,0.10194,0.02533,0.04329,43.461,34.607,2.1392
0.371,-0.11768,-0.06698,-0.019,41.179,34.441,2.0925
0.372,-0.09628,0.00159,-0.17011,42.307,34.777,2.0892
0.373,-0.03308,-0.0687,-0.1951,41.375,35.005,2.0917
0.374,-0.17917,-0.05467,-0.07637,41.989,35.036,2.0617
0.375,-0.17757,-0.03217,-0.12203,43.237,35.108,2.0431
0.376,-0.08931,-0.1141,-0.09006,42.77,35.297,2.1209
0.377,-0.0482,-0.10549,0.00706,41.898,34.709,2.137
0.378,-0.10263,-0.05154,-0.04245,42.333,35.229,2.1192
0.379,-0.01116,0.01356,0.05481,40.762,35.514,1.9625
0.38,0.00561,0.04573,-0.00565,40.163,35.394,2.1293
0.381,0.10998,-0.04785,0.01158,42.151,35.127,2.1681
0.382,0.07046,0.11626,0.10386,40.879,35.371,2.0946
0.383,0.14461,0.0631,0.13264,41.783,35.497,2.133
0.384,0.07078,0.11475,0.16567,41.437,34.883,2.1392
0.385,0.11113,0.04705,0.20208,41.804,35.003,2.0601
0.386,0.10948,0.05982,0.19808,43.938,34.936,2.1609
0.387,0.15176,0.09555,0.20291,42.61,34.478,2.0374
0.388,0.09836,-0.01259,0.06837,44.359,34.709,2.0423
0.389,0.001,0.06322,0.01127,42.176,35.265,2.2168
0.39,0.03273,-0.02155,0.03213,41.927,35.05,2.0111
0.391,-9e-05,-0.01983,0.00721,41.809,34.973,2.0635
0.392,-0.07589,-0.05285,-0.06485,44.698,34.775,2.1031
0.393,-0.10945,-0.10307,-0.09994,42.865,34.731,2.0891
0.394,-0.12343,-0.04257,-0.02501,43.88,35.623,2.1361
0.395,-0.20136,-0.00635,-0.11532,43.682,35.053,2.1014
0.396,-0.10507,-0.06988,-0.20093,42.528,34.9,2.0726
0.397,-0.08582,-0.14953,-0.14742,41.806,35.251,2.1192
0.398,-0.11208,-0.0539,0.01537,40.99,35.286,2.1112
0.399,-0.00144,-0.03993,0.00899,41.855,34.697,2.0632
0.4,-0.0659,0.03642,-0.08029,43.338,34.519,2.0788
0.401,0.0106,0.03336,-0.0033,43.085,34.976,2.2027
0.402,0.04772,0.14451,0.11435,41.367,35.091,2.088
0.403,0.19248,0.10863,0.10414,41.21,35.155,2.1612
0.404,0.03737,0.11904,0.17487,42.296,35.004,2.0178
0.405,0.14701,0.08628,0.08856,42.758,34.7,2.0902
0.406,0.15935,0.05953,0.14399,43.518,35.152,2.0329
0.407,0.11521,0.07751,0.14231,44.786,35.073,2.0287
0.408,0.12726,0.0669,0.12899,40.523,35.127,2.0511
0.409,-0.01105,0.05007,0.05544,40.623,34.76,2.0982
0.41,-0.10945,0.00805,0.00049,40.783,35.25,2.0502
0.411,-0.00027,-0.0421,-0.04808,42.583,34.777,2.1087
0.412,-0.12793,-0.0568,-0.0525,43.142,35.242,2.0805
0.413,-0.11275,-0.09941,-0.07742,42.319,34.934,2.055
0.414,-0.17071,-0.13469,-0.18079,42.173,35.071,2.0883
0.415,-0.06949,-0.1347,-0.1925,41.204,34.829,2.0287
0.416,-0.0726,-0.07539,-0.13307,41.632,35.149,2.1018
